fold,train_games,test_games,accuracy,brier_score,log_loss,roc_auc
1,21,21,0.5238095238095238,0.3884923148686542,2.6105976848634835,0.6136363636363636
2,42,21,0.47619047619047616,0.5232444583897736,5.03152999994815,0.40909090909090906
3,63,21,0.5714285714285714,0.36223668267313613,1.22542036492591,0.46363636363636357
4,84,21,0.7142857142857143,0.2052232546416811,0.8441923515885881,0.8
5,105,21,0.7142857142857143,0.2637365064523532,1.047729504067483,0.6634615384615384
