model,cv_accuracy_mean,cv_accuracy_std,cv_brier_mean,cv_brier_std,cv_log_loss_mean,cv_log_loss_std,cv_roc_auc_mean,cv_roc_auc_std
Weighted Ensemble (fixed weights),0.65,,0.2139098853431851,,0.6160307608833636,,0.7145731532049439,
