feature,correct_mean,incorrect_mean,raw_gap,feature_std,standardized_gap,abs_standardized_gap,n_correct,n_incorrect
ts_sigma_diff_pre,-0.0784397371886278,0.05633910949506081,-0.1347788466836886,0.20009316370834565,-0.6735804671474998,0.6735804671474998,18,9
team1_min_elo_pre,1486.4460470452018,1462.0853880363622,24.360659008839548,38.925962381104796,0.6258203399144359,0.6258203399144359,18,9
team2_peak_gap_pre,28.61392876114424,20.57038750856989,8.04354125257435,13.825906855073187,0.581773140589538,0.581773140589538,18,9
team2_opponent_win_rate_pre,0.4106223654757728,0.4771979242108693,-0.06657555873509652,0.11933637196868273,-0.5578815380156508,0.5578815380156508,18,9
team2_min_elo_pre,1462.9360773726826,1481.0559463292557,-18.1198689565731,33.25209720248017,-0.5449240944484426,0.5449240944484426,18,9
p2_corner_win_rate_pre,0.569301707875818,0.49416276429686395,0.07513894357895406,0.1387812726913055,0.5414199057396412,0.5414199057396412,18,9
team1_recent_point_diff_pre,-0.022222222222222168,-0.6666666666666666,0.6444444444444445,1.2126335430538646,0.5314420404547713,0.5314420404547713,18,9
h2h_games_pre,1.2777777777777777,0.7777777777777778,0.4999999999999999,0.9938079899999065,0.5031152949374526,0.5031152949374526,18,9
team1_pair_games_pre,13.88888888888889,11.666666666666666,2.222222222222223,4.519125642272487,0.4917372071790323,0.4917372071790323,18,9
team2_pair_games_pre,11.944444444444445,14.333333333333334,-2.3888888888888893,4.903457529906775,-0.4871845782937386,0.4871845782937386,18,9
p4_corner_win_rate_pre,0.5035223107022624,0.5883282180495804,-0.08480590734731797,0.1756676237715536,-0.48276344568537877,0.48276344568537877,18,9
team2_pair_win_rate_pre,0.39466432284414743,0.4981991864344805,-0.10353486359033309,0.23556491474933822,-0.4395173351706611,0.4395173351706611,18,9
team2_pair_point_diff_pre,-1.8333333333333333,14.222222222222221,-16.055555555555554,36.94276892144104,-0.43460617664306,0.43460617664306,18,9
team1_elo_volatility_pre,2.484262957687923,2.2626858176096896,0.22157714007823337,0.5247425560579035,0.4222587581667058,0.4222587581667058,18,9
team2_elo_pre,1501.1025496520722,1514.5588173511399,-13.456267699067666,31.879346063556397,-0.42209986592072873,0.42209986592072873,18,9
team1_opponent_experience_pre,54.166666666666664,49.388888888888886,4.777777777777779,11.952609899177688,0.39972673902010963,0.39972673902010963,18,9
team2_opponent_experience_pre,54.166666666666664,49.388888888888886,4.777777777777779,11.952609899177688,0.39972673902010963,0.39972673902010963,18,9
team2_ts_mu_pre,26.887759508769317,27.870466577484088,-0.9827070687147703,2.4837059601990705,-0.3956615978149063,0.3956615978149063,18,9
ts_confidence_gap_favorite_pre,0.472929092101089,-0.37463122459296966,0.8475603166940586,2.384405029108826,0.35545987629913495,0.35545987629913495,18,9
elo_confidence_gap_pre,46.60757253707354,35.67424259108303,10.933329945990508,31.710503942309824,0.34478575193510824,0.34478575193510824,18,9
team2_ts_conservative_pre,21.77625140373754,22.733946842398762,-0.9576954386612222,2.8507277478668223,-0.335947702960361,0.335947702960361,18,9
elo_abs_diff_pre,51.365916297759355,40.78760462763145,10.578311670127903,31.798418618067487,0.33266785361827494,0.33266785361827494,18,9
team2_win_rate_pre,0.47704747458838637,0.503996047912208,-0.026948573323821612,0.08186035497491663,-0.32920176478686297,0.32920176478686297,18,9
team2_recent_elo_trend_pre,-0.493311989992915,0.22258470231138794,-0.7158966923043029,2.247040733139007,-0.31859533374111554,0.31859533374111554,18,9
team2_corner_strength_pre,0.4837144827084794,0.5141314192910135,-0.030416936582534082,0.11148818342147394,-0.27282655120089994,0.27282655120089994,18,9
team2_peak_elo_pre,1529.7164784132162,1535.1292048597097,-5.41272644649348,19.85199511040112,-0.2726540287962076,0.2726540287962076,18,9
rating_disagreement_pre,0.4775298096483336,0.39792454755000456,0.07960526209832902,0.29650867709922263,0.26847532044295014,0.26847532044295014,18,9
team1_ts_balance_pre,6.344769574381799,7.268479372979622,-0.9237097985978231,3.465454051927983,-0.26654798613876385,0.26654798613876385,18,9
team2_recent_win_rate_pre,0.46111111111111114,0.5,-0.03888888888888886,0.15774473658553226,-0.24653050067253782,0.24653050067253782,18,9
team2_recent_point_diff_pre,-0.47777777777777775,-0.12222222222222229,-0.35555555555555546,1.5439869648411708,-0.23028403973095155,0.23028403973095155,18,9
