model,split,train_games,test_games,accuracy,brier_score,log_loss,roc_auc,cv_accuracy_mean,cv_accuracy_std,cv_brier_mean,cv_brier_std,cv_log_loss_mean,cv_log_loss_std,cv_roc_auc_mean,cv_roc_auc_std,cv_rank_brier,cv_rank_accuracy,cv_rank_log_loss,recommended_rank
Random Forest,holdout,111,28,0.6785714285714286,0.18909901202454607,0.553438269976514,0.7777777777777778,0.6521739130434783,0.09914568913905548,0.21877351466280975,0.029506456626361824,0.6238577154431321,0.06674246453187792,0.7038372738372738,0.11130438347615414,1.0,1.0,1.0,111.0
