metric,mean,std
accuracy,0.5727272727272726,0.15102952478032863
brier_score,0.3244331887309967,0.12621127736067414
log_loss,1.4984658012062417,0.7489816747663671
roc_auc,0.570469795356159,0.17543941097593635
