model,fold,train_games,test_games,accuracy,brier_score,log_loss,roc_auc
Context-Aware Meta-Model,1,44,44,0.5454545454545454,0.38714412408518445,2.4551902291081222,0.6004140786749482
Context-Aware Meta-Model,2,88,44,0.7045454545454546,0.22226486493921832,0.7818446530627517,0.7666666666666667
Context-Aware Meta-Model,3,132,44,0.7272727272727273,0.15786803303387337,0.4790306407039655,0.8695652173913043
Context-Aware Meta-Model,4,176,44,0.7954545454545454,0.15352906587548112,0.4739373163984206,0.8875000000000001
Context-Aware Meta-Model,5,220,44,0.7727272727272727,0.1687420761267469,0.5226208006357919,0.8322981366459627
