model,cv_accuracy_mean,cv_accuracy_std,cv_brier_mean,cv_brier_std,cv_log_loss_mean,cv_log_loss_std,cv_roc_auc_mean,cv_roc_auc_std
Probability-Only Meta-Model,0.5793103448275861,0.12220720790806448,0.22499159636946006,0.03927400576123904,0.6465649383370942,0.10312717301602164,0.672444062645301,0.15250283045323598
