matchup_id,team1,team2,team1_elo,team2_elo,elo_diff,avg_elo,pred_team1_win_prob
132,CH + FZ,NS + SY,1567.8000565920738,1513.326546003786,54.47351058828781,1540.56330129793,0.7780431401016147
133,NS + CH,AC + SY,1525.943296556105,1487.9337771438984,38.0095194122066,1506.9385368500016,0.7058268738790683
134,CH + SY,NS + AC,1537.8582128363705,1476.0188608636329,61.83935197273763,1506.9385368500016,0.8059496640798782
135,NS + SY,CH + AC,1513.326546003786,1500.5505276962174,12.77601830756862,1506.9385368500016,0.5730188370023896
136,TD + FZ,NS + RS,1521.7241184433185,1473.8818332990022,47.84228514431629,1497.8029758711605,0.7505615233304763
137,RS + FZ,NS + TD,1515.738593334971,1479.8673584073495,35.87123492762157,1497.8029758711602,0.6955012249120917
138,NS + FZ,RS + TD,1543.2683897594893,1452.3375619828312,90.93082777665813,1497.8029758711602,0.8902951720878357
139,NS + RS,TD + AC,1473.8818332990022,1454.474589547462,19.407243751540136,1464.1782114232321,0.609894387118813
140,NS + TD,RS + AC,1479.8673584073495,1448.4890644391146,31.378293968234857,1464.178211423232,0.6731599188186466
141,NS + AC,RS + TD,1476.0188608636329,1452.3375619828312,23.681298880801705,1464.178211423232,0.633040301257433
142,TD + SY,NS + RS,1491.782274687615,1473.8818332990022,17.900441388612762,1482.8320539933086,0.6016087836826876
143,RS + SY,NS + TD,1485.7967495792677,1479.8673584073495,5.929391171918269,1482.8320539933086,0.5340793983891235
144,NS + SY,RS + TD,1513.326546003786,1452.3375619828312,60.98898402095483,1482.8320539933086,0.8028690276004528
145,FZ + AC,NS + RS,1517.875620899602,1473.8818332990022,43.99378760059972,1495.878727099302,0.7336057481460996
146,NS + FZ,RS + AC,1543.2683897594893,1448.4890644391146,94.77932532037471,1495.878727099302,0.8986555421336124
147,RS + FZ,NS + AC,1515.738593334971,1476.0188608636329,39.71973247133815,1495.878727099302,0.713936587860062
148,FZ + SY,NS + RS,1555.1833060397548,1473.8818332990022,81.30147274075262,1514.5325696693785,0.866693636736528
149,NS + FZ,RS + SY,1543.2683897594893,1485.7967495792677,57.471640180221584,1514.5325696693785,0.7897357660518969
150,RS + FZ,NS + SY,1515.738593334971,1513.326546003786,2.412047331185022,1514.5325696693785,0.5138812925338441
151,AC + SY,NS + RS,1487.9337771438984,1473.8818332990022,14.051943844896186,1480.9078052214504,0.5801911097306985
152,RS + SY,NS + AC,1485.7967495792677,1476.0188608636329,9.777888715634845,1480.9078052214504,0.5560494897903486
153,NS + SY,RS + AC,1513.326546003786,1448.4890644391146,64.8374815646714,1480.9078052214504,0.8165188685944091
154,FZ + AC,NS + TD,1517.875620899602,1479.8673584073495,38.00826249225247,1498.8714896534757,0.7058208645348388
155,NS + FZ,TD + AC,1543.2683897594893,1454.474589547462,88.79380021202724,1498.8714896534757,0.8853960519845319
156,TD + FZ,NS + AC,1521.7241184433185,1476.0188608636329,45.70525757968562,1498.8714896534757,0.7412359681645674
157,FZ + SY,NS + TD,1555.1833060397548,1479.8673584073495,75.31594763240537,1517.5253322235521,0.8499506160558159
158,NS + FZ,TD + SY,1543.2683897594893,1491.782274687615,51.48611507187434,1517.5253322235521,0.7659373584777674
159,TD + FZ,NS + SY,1521.7241184433185,1513.326546003786,8.397572439532496,1517.5253322235521,0.5481902591842898
160,AC + SY,NS + TD,1487.9337771438984,1479.8673584073495,8.06641873654894,1483.900567775624,0.5463010079408317
161,TD + SY,NS + AC,1491.782274687615,1476.0188608636329,15.763413823982091,1483.900567775624,0.5897582330079331
162,NS + SY,TD + AC,1513.326546003786,1454.474589547462,58.85195645632393,1483.900567775624,0.7949648344034492
163,NS + FZ,AC + SY,1543.2683897594893,1487.9337771438984,55.33461261559091,1515.6010834516937,0.7814483253326935
164,FZ + SY,NS + AC,1555.1833060397548,1476.0188608636329,79.16444517612194,1515.6010834516937,0.8609052041664589
165,FZ + AC,NS + SY,1517.875620899602,1513.326546003786,4.54907489581592,1515.601083451694,0.5261626635370722
166,TD + FZ,CH + RS,1521.7241184433185,1498.4135001315867,23.310618311731787,1510.0688092874525,0.6310553217159615
167,RS + FZ,CH + TD,1515.738593334971,1504.399025239934,11.339568095037066,1510.0688092874525,0.5649074645571172
168,CH + FZ,RS + TD,1567.8000565920738,1452.3375619828312,115.46249460924264,1510.0688092874525,0.934540429956487
169,CH + RS,TD + AC,1498.4135001315867,1454.474589547462,43.93891058412464,1476.4440448395244,0.7333587339503082
170,CH + TD,RS + AC,1504.399025239934,1448.4890644391146,55.90996080081936,1476.4440448395244,0.7837024514717659
171,CH + AC,RS + TD,1500.5505276962174,1452.3375619828312,48.21296571338621,1476.4440448395244,0.7521560611720374
172,CH + RS,TD + SY,1498.4135001315867,1491.782274687615,6.6312254439717435,1495.0978874096008,0.5380984116503583
173,CH + TD,RS + SY,1504.399025239934,1485.7967495792677,18.602275660666237,1495.0978874096008,0.6054755881113918
174,CH + SY,RS + TD,1537.8582128363705,1452.3375619828312,85.52065085353934,1495.0978874096008,0.8775236286727905
175,FZ + AC,CH + RS,1517.875620899602,1498.4135001315867,19.46212076801521,1508.1445605155943,0.6101949827440816
176,CH + FZ,RS + AC,1567.8000565920738,1448.4890644391146,119.31099215295922,1508.144560515594,0.9397571229344236
177,RS + FZ,CH + AC,1515.738593334971,1500.5505276962174,15.188065638753642,1508.144560515594,0.5865492257964132
178,FZ + SY,CH + RS,1555.1833060397548,1498.4135001315867,56.76980590816811,1526.7984030856708,0.7870397267590303
179,CH + FZ,RS + SY,1567.8000565920738,1485.7967495792677,82.00330701280609,1526.7984030856708,0.8685496939836703
180,CH + SY,RS + FZ,1537.8582128363705,1515.738593334971,22.119619501399484,1526.7984030856708,0.6246477708245932
181,CH + RS,AC + SY,1498.4135001315867,1487.9337771438984,10.47972298768832,1493.1736386377424,0.5600351073840378
182,CH + AC,RS + SY,1500.5505276962174,1485.7967495792677,14.753778116949661,1493.1736386377424,0.5841220919398751
183,CH + SY,RS + AC,1537.8582128363705,1448.4890644391146,89.36914839725591,1493.1736386377424,0.8867334650115842
184,FZ + AC,CH + TD,1517.875620899602,1504.399025239934,13.476595659667964,1511.137323069768,0.5769609469973473
185,CH + FZ,TD + AC,1567.8000565920738,1454.474589547462,113.32546704461174,1511.137323069768,0.9314650803648168
186,TD + FZ,CH + AC,1521.7241184433185,1500.5505276962174,21.173590747101116,1511.137323069768,0.6195267350722755
187,FZ + SY,CH + TD,1555.1833060397548,1504.399025239934,50.78428079982086,1529.7911656398444,0.7630277363910763
188,CH + FZ,TD + SY,1567.8000565920738,1491.782274687615,76.01778190445884,1529.7911656398444,0.8519999824842048
189,CH + SY,TD + FZ,1537.8582128363705,1521.7241184433185,16.13409439305201,1529.7911656398446,0.5918216840671086
190,CH + TD,AC + SY,1504.399025239934,1487.9337771438984,16.465248096035566,1496.166401191916,0.5936623714700141
191,CH + AC,TD + SY,1500.5505276962174,1491.782274687615,8.768253008602414,1496.166401191916,0.550303364698333
192,CH + SY,TD + AC,1537.8582128363705,1454.474589547462,83.38362328890844,1496.1664011919163,0.8721360784912697
193,CH + FZ,AC + SY,1567.8000565920738,1487.9337771438984,79.86627944817542,1527.8669168679862,0.8628290996718563
194,FZ + SY,CH + AC,1555.1833060397548,1500.5505276962174,54.63277834353744,1527.8669168679862,0.7786758034916312
195,CH + SY,FZ + AC,1537.8582128363705,1517.875620899602,19.982591936768586,1527.8669168679862,0.6130417376452415
196,FZ + AC,RS + TD,1517.875620899602,1452.3375619828312,65.53805891677075,1485.1065914412166,0.8189232769551074
197,RS + FZ,TD + AC,1515.738593334971,1454.474589547462,61.264003787508955,1485.1065914412166,0.8038693628344941
198,TD + FZ,RS + AC,1521.7241184433185,1448.4890644391146,73.2350540042039,1485.1065914412166,0.8437368796047446
199,FZ + SY,RS + TD,1555.1833060397548,1452.3375619828312,102.84574405692365,1503.760434011293,0.9143630435532203
200,RS + FZ,TD + SY,1515.738593334971,1491.782274687615,23.956318647356056,1503.760434011293,0.6345101144616779
201,TD + FZ,RS + SY,1521.7241184433185,1485.7967495792677,35.92736886405078,1503.760434011293,0.695774887133019
202,AC + SY,RS + TD,1487.9337771438984,1452.3375619828312,35.59621516106722,1470.135669563365,0.6941584612064747
203,TD + SY,RS + AC,1491.782274687615,1448.4890644391146,43.29321024850037,1470.135669563365,0.7304413611977872
204,RS + SY,TD + AC,1485.7967495792677,1454.474589547462,31.32216003180565,1470.135669563365,0.672875478014262
205,RS + FZ,AC + SY,1515.738593334971,1487.9337771438984,27.804816191072632,1501.8361852394346,0.6548053494755998
206,FZ + SY,RS + AC,1555.1833060397548,1448.4890644391146,106.69424160064023,1501.8361852394346,0.9210518992923239
207,FZ + AC,RS + SY,1517.875620899602,1485.7967495792677,32.0788713203342,1501.8361852394348,0.6766991140649519
208,TD + FZ,AC + SY,1521.7241184433185,1487.9337771438984,33.790341299420106,1504.8289477936084,0.6852599858761499
209,FZ + SY,TD + AC,1555.1833060397548,1454.474589547462,100.70871649229275,1504.8289477936084,0.9104305969569944
210,FZ + AC,TD + SY,1517.875620899602,1491.782274687615,26.093346211986955,1504.8289477936084,0.645844230014579
